audience_percent,critic_percent,title,audience_number,critic_number,release_year,genre,runtime,differential,bubble_width
80,95,Burning,1000,194,2018.0,Drama/Mystery and thriller,2:28,15,26.907669282564235
75,77,"Don't Worry, He Won't Get Far on Foot",1000,190,2018.0,Drama/Biography,1:53,2,26.559567619788876
35,61,Velvet Buzzsaw,1000,190,2019.0,,,26,26.559567619788876
55,89,The Kid Who Would Be King,1000,189,2019.0,Adventure/Fantasy,2:00,34,26.47211419497369
74,49,"Where'd You Go, Bernadette",1000,188,2019.0,Comedy,1:44,-25,26.384487078239673
74,90,Lean on Pete,1000,188,2017.0,Drama,2:02,16,26.384487078239673
64,79,At Eternity's Gate,1000,187,2018.0,Drama/Biography,1:50,15,26.296684997953903
51,54,Book Club,1000,186,2018.0,Romance,1:44,3,26.20870666631663
90,99,Apollo 11,1000,186,2019.0,Drama/History,1:33,9,26.20870666631663
76,86,The Miseducation of Cameron Post,1000,186,2018.0,Drama/Gay and lesbian,1:31,10,26.20870666631663
36,28,The Curse of La Llorona,1000,186,2019.0,Horror/Mystery and thriller,1:33,-8,26.20870666631663
84,95,Loveless,1000,185,2017.0,Drama,2:07,11,26.120550779067592
82,97,The Rider,1000,183,2017.0,Drama/Western,1:44,15,25.943701036580038
57,54,"Extremely Wicked, Shockingly Evil and Vile",1000,182,2019.0,Crime/Drama,1:50,-3,25.855004487777162
44,28,The Rhythm Section,1000,180,2020.0,Mystery and thriller/Action,1:49,-16,25.677061168818504
35,58,Hotel Artemis,1000,179,2018.0,Mystery and thriller/Action,1:33,23,25.587811597850912
79,93,RBG,1000,178,2018.0,Documentary,1:37,14,25.49837485437685
93,90,Capernaum,1000,176,2018.0,Drama,2:10,-3,25.31893404088985
49,81,Early Man,1000,175,2018.0,Kids and family/Comedy,1:29,32,25.228927017388646
87,94,Blindspotting,1000,173,2018.0,Drama/Comedy,1:35,7,25.048332202229876
67,80,Film Stars Don't Die in Liverpool,1000,169,2017.0,Romance/Biography,1:46,13,24.684775987507244
74,83,"Juliet, Naked",1000,167,2018.0,Music/Romance,1:45,9,24.501788937948916
48,34,Welcome to Marwen,1000,167,2018.0,Fantasy/Comedy,1:56,-14,24.501788937948916
78,30,Bloodshot,1000,161,2020.0,Action/Adventure,1:49,-48,23.947830330270747
61,82,The Party,1000,160,2017.0,Comedy/Drama,1:11,21,23.854756574160536
58,71,Trolls World Tour,1000,160,2020.0,Comedy/Fantasy,1:31,13,23.854756574160536
59,46,Little,1000,158,2019.0,Fantasy/Comedy,1:49,-13,23.667951973591787
73,92,Hearts Beat Loud,1000,157,2018.0,Comedy/Music,1:37,19,23.574217318823912
50,57,White Boy Rick,1000,155,2018.0,Drama/Crime,1:51,7,23.38607355742051
40,38,Life of the Party,1000,154,2018.0,Comedy,1:45,-2,23.291660464128444
78,90,Arctic,1000,150,2018.0,Adventure/Drama,1:37,12,22.911685375307673
67,62,Outlaw King,1000,149,2018.0,Drama/Biography,2:17,-5,22.816100321808104
54,47,SCOOB!,1000,148,2020.0,Kids and family/Animation,1:34,-7,22.72027439676837
39,72,Vivarium,1000,147,2020.0,Mystery and thriller/Sci fi,1:37,33,22.624205359490148
33,42,What Men Want,1000,146,2019.0,Romance/Fantasy,1:57,9,22.52789093302636
74,84,Borg vs. McEnroe,1000,145,2017.0,Drama,1:48,10,22.43132880334213
63,88,A Private War,1000,144,2018.0,War/Drama,1:50,25,22.33451661845039
38,26,Night School,1000,143,2018.0,Comedy,1:51,-12,22.237451987521194
83,71,The King,1000,142,2019.0,History/Drama,2:20,-12,22.14013247996374
16,46,The Dinner,1000,142,2017.0,Drama/Mystery and thriller,2:00,30,22.14013247996374
89,99,Faces Places,1000,141,2017.0,Documentary,1:29,10,22.042555624480066
73,58,The Highwaymen,1000,139,2019.0,Drama/Crime,2:12,-15,21.84661977512174
80,96,After the Storm,1000,138,2016.0,Drama,1:57,16,21.748255626180264
39,75,Mom and Dad,1000,137,2017.0,Horror/Comedy,2:03,36,21.649623817070065
55,74,Assassination Nation,1000,136,2018.0,Comedy/Action,1:50,19,21.550721657693213
55,71,Triple Frontier,1000,135,2019.0,Adventure/Mystery and thriller,2:05,16,21.451546410907937
74,89,Run,1000,134,2020.0,Mystery and thriller,1:30,15,21.35209529135088
64,60,Operation Finale,1000,134,2018.0,History/Mystery and thriller,2:02,-4,21.35209529135088
38,40,Gringo,1000,133,2018.0,Action/Comedy,1:50,2,21.252365464220812
64,59,The House That Jack Built,1000,133,2018.0,Drama/Crime,2:31,-5,21.252365464220812
56,82,Beirut,1000,132,2018.0,Drama/Mystery and thriller,1:49,26,21.152354044022278
76,97,Border,1000,128,2018.0,Mystery and thriller/Romance,1:48,21,20.749432874416154
62,76,Smallfoot,1000,127,2018.0,Comedy/Animation,1:36,14,20.647968338800368
35,39,The Strangers: Prey at Night,1000,125,2018.0,Horror/Mystery and thriller,1:25,4,20.444135848948562
62,77,Anna and the Apocalypse,1000,122,2017.0,Comedy/Horror,1:32,15,20.136078432395202
51,75,The Sense of an Ending,1000,120,2017.0,Drama,1:48,24,19.92912718504312
39,60,Unfriended: Dark Web,1000,119,2018.0,Horror/Mystery and thriller,1:28,21,19.82516684143501
65,96,Menashe,1000,118,2017.0,Drama/Comedy,1:22,31,19.720878370380042
81,91,Human Flow,1000,118,2017.0,Documentary,2:20,10,19.720878370380042
87,97,The Guilty,1000,118,2018.0,Drama/Crime,1:25,10,19.720878370380042
89,86,The Insult,1000,116,2017.0,Drama,1:53,-3,19.511301649293156
39,36,Mark Felt: The Man Who Brought Down the White House,1000,115,2017.0,Drama/Biography,1:43,-3,19.406005504006643
28,24,The Comedian,1000,114,2016.0,Drama/Comedy,2:00,-4,19.300365436139025
43,43,Second Act,1000,113,2018.0,Romance,1:44,0,19.194377290564812
60,96,The Love Witch,1000,112,2016.0,Drama/Horror,2:00,36,19.088036824679065
75,79,Page One: Inside The New York Times,1000,112,2011.0,Documentary,1:28,4,19.088036824679065
68,37,Hunter Killer,1000,112,2018.0,Action/Mystery and thriller,2:01,-31,19.088036824679065
70,95,Gimme Danger,1000,111,2016.0,Music/Documentary,1:48,25,18.981339705756774
65,51,Papillon,1000,111,2017.0,Drama/Biography,2:13,-14,18.981339705756774
31,38,Black Christmas,1000,110,2019.0,Other/Horror,1:32,7,18.874281508207943
49,76,Una,1000,110,2016.0,Drama,1:36,27,18.874281508207943
50,37,Johnny English Strikes Again,1000,109,2018.0,Adventure/Comedy,1:28,-13,18.76685771072333
54,96,The Fits,1000,109,2015.0,Drama,1:12,42,18.76685771072333
32,27,Breaking In,1000,107,2018.0,Drama/Mystery and thriller,1:28,-5,18.55089473417879
81,91,Beyond the Hills,1000,107,2012.0,Drama,2:30,10,18.55089473417879
64,83,The Trip to Spain,1000,107,2017.0,Comedy,1:50,19,18.55089473417879
79,93,Private Life,1000,106,2018.0,Drama/Comedy,2:04,14,18.442346006574258
51,52,Mowgli: Legend of the Jungle,1000,105,2018.0,Adventure/Fantasy,1:45,1,18.333412575379587
87,95,The Breadwinner,1000,105,2017.0,Drama/Animation,1:34,8,18.333412575379587
48,63,Adoration,1000,104,2008.0,Drama,1:40,15,18.22408939365073
79,61,The Current War: Director's Cut,1000,104,2019.0,History/Drama,1:41,-18,18.22408939365073
72,91,Journey's End,1000,102,2017.0,War/Drama,1:47,19,18.004253009684938
70,86,Novitiate,1000,101,2017.0,Drama,2:03,16,17.893729120895756
68,33,The Intruder,1000,101,2019.0,Drama/Mystery and thriller,1:42,-35,17.893729120895756
69,88,Hounds of Love,1000,100,2016.0,Drama/Crime,1:48,19,17.78279410038923
54,93,Cam,1000,99,2018.0,Mystery and thriller/Horror,1:34,39,17.67144228430324
48,61,Uncle Drew,1000,99,2018.0,Comedy,1:44,13,17.67144228430324
32,36,God's Pocket,1000,99,2014.0,Comedy/Drama,1:28,4,17.67144228430324
80,90,Always Be My Maybe,1000,96,2019.0,Romance,1:42,10,17.334827353454408
64,40,The Last Word,1000,95,2017.0,Drama/Comedy,1:48,-24,17.22174892188519
37,47,Goosebumps 2: Haunted Halloween,1000,95,2018.0,Comedy/Adventure,1:30,10,17.22174892188519
79,90,A War,1000,94,2015.0,Drama/War,1:55,11,17.108223236119827
66,95,Fire at Sea,1000,94,2016.0,Documentary,1:48,29,17.108223236119827
60,73,The Ritual,1000,94,2017.0,Horror,1:34,13,17.108223236119827
69,87,Blade of the Immortal,1000,94,2017.0,Action/Adventure,2:31,18,17.108223236119827
85,96,Bombshell: The Hedy Lamarr Story,1000,93,2017.0,Documentary,1:30,11,16.994243740562503
72,80,The Platform,1000,93,2019.0,Mystery and thriller/Sci fi,1:34,8,16.994243740562503
79,42,Don't Let Go,1000,92,2019.0,Drama/Mystery and thriller,1:43,-37,16.879803711855995
37,68,Wild Grass,1000,91,2009.0,Drama,1:44,31,16.764896252714394
62,90,Marjorie Prime,1000,91,2017.0,Comedy/Sci fi,1:39,28,16.764896252714394
54,82,Land Ho!,1000,91,2014.0,Comedy/Adventure,1:34,28,16.764896252714394
46,23,Romeo & Juliet,1000,90,2013.0,Drama/Romance,1:58,-23,16.64951428545866
71,89,Mary and The Witch's Flower,1000,90,2017.0,Adventure/Anime,1:43,18,16.64951428545866
90,97,The Second Mother,1000,90,2015.0,Drama,1:52,7,16.64951428545866
68,45,47 Meters Down: Uncaged,1000,89,2019.0,Adventure/Horror,1:29,-23,16.533650545237286
42,80,Time Out of Mind,1000,88,2014.0,Drama,2:00,38,16.417297572912943
72,79,Countdown to Zero,1000,87,2010.0,Documentary,1:30,7,16.300447707594707
79,88,78/52,1000,86,2017.0,Documentary,1:31,9,16.183093078793917
41,64,The Unicorn Store,1000,86,2017.0,,,23,16.183093078793917
54,27,UglyDolls,1000,86,2019.0,Comedy/Musical,1:27,-27,16.183093078793917
24,50,Manglehorn,1000,86,2014.0,Drama,1:37,26,16.183093078793917
40,60,Saint Laurent,1000,86,2014.0,Biography/Drama,2:31,20,16.183093078793917
46,21,Mute,1000,86,2017.0,Sci fi/Mystery and thriller,2:06,-25,16.183093078793917
76,92,Child's Pose,1000,85,2013.0,Drama,1:52,16,16.06522559818003
54,75,Manifesto,1000,85,2015.0,Comedy/Drama,1:35,21,16.06522559818003
61,80,The New Girlfriend,1000,84,2014.0,Drama/Mystery and thriller,1:47,19,15.946836950911226
52,37,Spenser Confidential,1000,84,2020.0,Action,1:51,-15,15.946836950911226
32,70,Hold the Dark,1000,84,2018.0,Adventure/Mystery and thriller,2:05,38,15.946836950911226
48,75,The Eclipse,1000,84,2009.0,Drama/Mystery and thriller,1:28,27,15.946836950911226
68,67,Tommy's Honour,1000,83,2016.0,Drama/Biography,1:52,-1,15.827918586512368
66,72,Viceroy's House,1000,81,2017.0,Drama/History,1:45,6,15.588457268119896
47,64,Love Crime,1000,81,2010.0,Mystery and thriller,1:46,17,15.588457268119896
83,79,Supermensch: The Legend of Shep Gordon,1000,80,2013.0,Documentary,1:24,-4,15.467895945971296
34,18,Queen of the Desert,1000,79,2015.0,Drama/Biography,2:08,-16,15.34676814846713
51,72,Disorder,1000,79,2015.0,Drama/Mystery and thriller,1:41,21,15.34676814846713
71,59,A Dog's Way Home,1000,79,2019.0,Adventure/Drama,1:36,-12,15.34676814846713
69,80,Reality,1000,79,2012.0,Comedy/Drama,1:55,11,15.34676814846713
51,90,The Blue Room,1000,78,2014.0,Mystery and thriller,1:15,39,15.225063992104127
55,74,The Limehouse Golem,1000,78,2016.0,Mystery and thriller,1:49,19,15.225063992104127
76,62,The First Grader,1000,78,2010.0,Biography/Drama,1:39,-14,15.225063992104127
50,90,My Golden Days,1000,77,2015.0,Drama/Romance,2:03,40,15.102773291691431
53,43,Brimstone,1000,77,2016.0,Western/Mystery and thriller,2:28,-10,15.102773291691431
84,94,I Wish,1000,77,2011.0,Comedy/Drama,2:08,10,15.102773291691431
65,93,Daughters of the Dust,1000,76,1991.0,Drama,1:54,28,14.979885547093689
96,59,The Last Full Measure,1000,76,2019.0,War/Drama,1:56,-37,14.979885547093689
60,79,"Police, Adjective",1000,76,2009.0,Drama,1:50,19,14.979885547093689
86,96,Trouble the Water,1000,76,2008.0,Documentary,1:33,10,14.979885547093689
66,88,Cargo,1000,76,2018.0,,,22,14.979885547093689
46,25,Proud Mary,1000,75,2018.0,Mystery and thriller/Action,1:28,-21,14.856389929209026
46,87,Francofonia,1000,75,2015.0,Documentary/Drama,1:27,41,14.856389929209026
73,92,Eat That Question: Frank Zappa in His Own Words,1000,75,2016.0,Documentary/Music,1:30,19,14.856389929209026
47,81,Something in the Air,1000,75,2012.0,Romance/Drama,2:02,34,14.856389929209026
61,75,Blackthorn,1000,75,2011.0,Western/Action,1:38,14,14.856389929209026
82,82,"Life, Above All",1000,74,2010.0,Drama,1:42,0,14.732275265126917
60,95,Museum Hours,1000,74,2012.0,Drama,1:47,35,14.732275265126917
75,91,I Am Mother,1000,74,2019.0,Sci fi/Mystery and thriller,1:55,16,14.732275265126917
31,43,The Face of Love,1000,74,2013.0,Romance/Drama,1:32,12,14.732275265126917
71,77,The Connection,1000,74,2014.0,Drama/Action,2:15,6,14.732275265126917
62,78,Shall We Kiss?,1000,74,2007.0,Comedy/Romance,1:42,16,14.732275265126917
55,92,Demon,1000,72,2015.0,Horror/Mystery and thriller,1:34,37,14.482142292408389
97,63,Brian Banks,1000,72,2018.0,Drama/Biography,1:39,-34,14.482142292408389
25,56,Trespass Against Us,1000,72,2016.0,Drama/Crime,1:40,31,14.482142292408389
81,81,The Guernsey Literary and Potato Peel Pie Society,1000,72,2018.0,Romance/Drama,2:04,0,14.482142292408389
89,96,The Beaches of Agnès,1000,72,2008.0,Documentary/Biography,1:50,7,14.482142292408389
79,94,Diana Vreeland: The Eye Has to Travel,1000,71,2011.0,Biography/Documentary,1:17,15,14.356099772615265
43,49,I Smile Back,1000,71,2015.0,Drama,1:25,6,14.356099772615265
80,87,First They Killed My Father,1000,71,2017.0,Biography/Drama,2:16,7,14.356099772615265
57,62,Delicacy,1000,71,2011.0,Romance,1:49,5,14.356099772615265
81,33,Anna,1000,70,2019.0,Mystery and thriller/Action,1:59,-48,14.229389747854103
41,64,Digging for Fire,1000,70,2015.0,Drama/Mystery and thriller,1:23,23,14.229389747854103
72,84,The Forgiveness of Blood,1000,70,2011.0,Drama,1:49,12,14.229389747854103
72,26,Countdown,1000,70,2019.0,Comedy/Horror,1:30,-46,14.229389747854103
54,79,Apostle,1000,70,2018.0,Horror/Mystery and thriller,2:09,25,14.229389747854103
83,90,Client 9: The Rise and Fall of Eliot Spitzer,1000,70,2010.0,Documentary,1:57,7,14.229389747854103
65,91,Gimme the Loot,1000,69,2012.0,Drama/Crime,1:21,26,14.101999070345963
50,96,The Forbidden Room,1000,69,2015.0,Drama/Mystery and thriller,2:10,46,14.101999070345963
96,94,Klaus,1000,69,2019.0,Comedy/Adventure,1:38,-2,14.101999070345963
71,74,Chicken With Plums,1000,69,2011.0,Drama/Comedy,1:31,3,14.101999070345963
50,49,Before the Rains,1000,69,2007.0,Drama,1:38,-1,14.101999070345963
50,88,Jauja,1000,68,2014.0,Drama,1:48,38,13.973914138485368
42,44,Murder Mystery,1000,68,2019.0,Action/Comedy,1:37,2,13.973914138485368
54,62,Samba,1000,68,2014.0,Drama/Comedy,1:59,8,13.973914138485368
67,67,Service Entrance,1000,67,2010.0,Comedy,1:44,0,13.8451208742507
50,72,A Tale of Love and Darkness,1000,67,2015.0,History/Drama,1:38,22,13.8451208742507
37,39,The 9th Life of Louis Drax,1000,67,2016.0,Mystery and thriller,1:48,2,13.8451208742507
68,82,The Double Hour,1000,67,2009.0,Drama/Mystery and thriller,1:35,14,13.8451208742507
36,27,Sherlock Gnomes,1000,67,2018.0,Comedy/Animation,1:26,-9,13.8451208742507
34,58,Red Hook Summer,1000,66,2012.0,Drama,2:01,24,13.715604699135167
80,95,"Not Quite Hollywood: The Wild, Untold Story of Ozploitation!",1000,66,2008.0,Documentary,1:43,15,13.715604699135167
54,89,The Childhood of a Leader,1000,66,2015.0,History/Drama,1:55,35,13.715604699135167
23,27,The Last of Robin Hood,1000,66,2013.0,Romance/Biography,1:32,4,13.715604699135167
85,95,Crude,1000,66,2009.0,Documentary,1:44,10,13.715604699135167
69,88,Drunk Stoned Brilliant Dead: The Story of the National Lampoon,1000,65,2015.0,Documentary,1:34,19,13.58535050847747
72,92,The Black Panthers: Vanguard of the Revolution,1000,65,2015.0,Drama/History,1:54,20,13.58535050847747
86,97,A Film Unfinished,1000,65,2009.0,Documentary,1:29,11,13.58535050847747
25,17,Aloft,1000,65,2014.0,Drama,1:56,-8,13.58535050847747
22,42,Touchy Feely,1000,65,2013.0,Comedy/Drama,1:29,20,13.58535050847747
86,88,I.O.U.S.A.,1000,65,2008.0,Documentary,1:27,2,13.58535050847747
73,86,Dumplin',1000,64,2018.0,Drama/Comedy,1:50,13,13.454342644059432
79,63,Breakthrough,1000,64,2019.0,Drama,1:56,-16,13.454342644059432
28,53,The Humbling,1000,64,2014.0,Comedy/Gay and lesbian,1:53,25,13.454342644059432
60,88,Neil Young Journeys,1000,64,2011.0,Documentary,1:27,28,13.454342644059432
72,86,Treeless Mountain,1000,64,2008.0,Drama,1:29,14,13.454342644059432
39,41,Midnight's Children,1000,63,2012.0,Drama,2:28,2,13.322564864824612
55,21,Midnight Sun,1000,63,2018.0,Romance/Drama,1:31,-34,13.322564864824612
54,62,Every Day,1000,63,2018.0,Fantasy/Drama,1:35,8,13.322564864824612
52,78,Cold Weather,1000,63,2010.0,Mystery and thriller/Comedy,1:37,26,13.322564864824612
87,98,Marwencol,1000,63,2010.0,Documentary,1:23,11,13.322564864824612
54,73,Mozart's Sister,1000,63,2010.0,Drama,2:00,19,13.322564864824612
74,78,I Kill Giants,1000,63,2017.0,Adventure/Fantasy,1:46,4,13.322564864824612
42,25,Filth and Wisdom,1000,63,2008.0,Comedy/Romance,1:21,-17,13.322564864824612
74,92,A Prayer Before Dawn,1000,62,2017.0,Mystery and thriller/Action,1:57,18,13.190000315557024
75,84,The Patience Stone,1000,62,2012.0,Drama,1:38,9,13.190000315557024
44,45,The Discovery,1000,62,2017.0,Sci fi/Romance,1:50,1,13.190000315557024
91,97,Burma VJ: Reporting From a Closed Country,1000,62,2008.0,Documentary,1:24,6,13.190000315557024
53,69,Operation Avalanche,1000,62,2016.0,Drama/Mystery and thriller,1:34,16,13.190000315557024
65,84,Mayhem,1000,61,2017.0,Horror/Action,1:26,19,13.056631493342596
80,93,Endless Poetry,1000,61,2016.0,Biography,2:08,13,13.056631493342596
33,23,Kill Your Friends,1000,61,2015.0,Mystery and thriller/Comedy,1:43,-10,13.056631493342596
50,77,Simon Killer,1000,61,2012.0,Drama,1:45,27,13.056631493342596
55,56,Once Upon a Deadpool,1000,61,2018.0,Comedy/Action,1:58,1,13.056631493342596
67,15,Bitter Harvest,1000,61,2017.0,Romance/War,1:43,-52,13.056631493342596
37,52,Thérèse,1000,60,2012.0,Drama,1:50,15,12.922440211617326
68,92,Set It Up,1000,60,2018.0,Romance,1:45,24,12.922440211617326
67,87,Lost in Paris,1000,60,2016.0,Comedy,1:25,20,12.922440211617326
67,92,Sunshine Superman,1000,60,2014.0,Documentary,1:40,25,12.922440211617326
43,73,Catfight,1000,60,2016.0,Comedy,1:36,30,12.922440211617326
87,85,The Art of the Steal,1000,60,2009.0,Documentary,1:41,-2,12.922440211617326
75,90,The Grocer's Son,1000,60,2007.0,Drama,1:36,15,12.922440211617326
69,76,The First Monday in May,1000,59,2016.0,Documentary,1:31,7,12.78740756158519
84,85,The Music of Strangers: Yo-Yo Ma & the Silk Road Ensemble,1000,59,2015.0,Music/Documentary,1:36,1,12.78740756158519
49,54,Post Tenebras Lux,1000,59,2012.0,Drama,2:00,5,12.78740756158519
65,95,Appropriate Behavior,1000,59,2014.0,Comedy/Gay and lesbian,1:26,30,12.78740756158519
73,73,Darfur Now,1000,59,2007.0,Documentary,1:39,0,12.78740756158519
67,93,Of Time and the City,1000,59,2008.0,Documentary/Biography,1:12,26,12.78740756158519
69,88,Aleksandra,1000,59,2007.0,Drama,1:35,19,12.78740756158519
75,67,The Christmas Chronicles,1000,58,2018.0,Comedy/Adventure,1:44,-8,12.651513870765422
77,93,Boy and the World,1000,58,2013.0,Adventure/Animation,1:20,16,12.651513870765422
61,90,The Father of My Children,1000,58,2009.0,Drama,1:50,29,12.651513870765422
50,33,The Wrong Missy,1000,58,2020.0,Comedy,1:29,-17,12.651513870765422
56,71,A Perfect Day,1000,58,2015.0,Comedy/Drama,1:46,15,12.651513870765422
59,79,Sweet Virginia,1000,57,2017.0,Drama/Mystery and thriller,1:35,20,12.514738658402138
43,26,Unlocked,1000,57,2017.0,Action/Mystery and thriller,1:38,-17,12.514738658402138
71,86,Mysteries of Lisbon,1000,57,2010.0,Drama/History,4:26,15,12.514738658402138
78,75,The Yes Men Fix the World,1000,57,2009.0,Documentary,1:30,-3,12.514738658402138
64,61,The Little Death,1000,57,2014.0,Romance,1:36,-3,12.514738658402138
70,84,Bamako,1000,57,2006.0,Drama,1:58,14,12.514738658402138
66,81,Night Catches Us,1000,57,2010.0,Drama,1:30,15,12.514738658402138
32,11,Replicas,1000,56,2018.0,Sci fi/Mystery and thriller,1:47,-21,12.377060587439436
31,29,All I See Is You,1000,56,2016.0,Drama,1:50,-2,12.377060587439436
24,25,Woodshock,1000,56,2017.0,Drama,1:41,1,12.377060587439436
70,70,5 to 7,1000,56,2014.0,Romance,1:38,0,12.377060587439436
67,21,Seven Days in Utopia,1000,56,2011.0,Drama,1:36,-46,12.377060587439436
87,84,Supersonic,1000,56,2016.0,Documentary/Music,1:57,-3,12.377060587439436
80,84,Lilting,1000,55,2014.0,Drama/Gay and lesbian,1:31,4,12.238457412731087
66,71,A Thousand Times Goodnight,1000,55,2013.0,Drama/War,1:57,5,12.238457412731087
87,98,Homecoming: A Film by Beyoncé,1000,55,2019.0,,,11,12.238457412731087
45,82,Entertainment,1000,55,2015.0,Comedy,1:42,37,12.238457412731087
23,25,The Benefactor,1000,55,2015.0,Drama,1:32,2,12.238457412731087
50,69,Visitors,1000,55,2013.0,Documentary,1:27,19,12.238457412731087
55,44,Mental,1000,55,2012.0,Comedy/Drama,1:56,-11,12.238457412731087
79,24,Forever My Girl,1000,54,2018.0,Music/Drama,1:48,-55,12.098905925115496
61,96,Manakamana,1000,54,2013.0,Documentary,1:58,35,12.098905925115496
84,94,Gook,1000,54,2017.0,Drama/Comedy,1:35,10,12.098905925115496
76,98,Long Way North,1000,54,2015.0,Adventure/Drama,1:21,22,12.098905925115496
56,76,The Headless Woman,1000,54,2008.0,Drama/Mystery and thriller,1:29,20,12.098905925115496
36,50,Hateship Loveship,1000,54,2013.0,Comedy/Drama,1:42,14,12.098905925115496
68,74,Clown,1000,54,2010.0,Comedy,1:31,6,12.098905925115496
75,93,The Four Times,1000,54,2010.0,Drama,1:28,18,12.098905925115496
36,51,Half of a Yellow Sun,1000,53,2013.0,Drama,1:53,15,11.958381890942793
63,83,The Galapagos Affair: Satan Came to Eden,1000,53,2014.0,Crime/Drama,2:00,20,11.958381890942793
80,92,Güeros,1000,53,2014.0,Comedy,1:48,12,11.958381890942793
86,92,The Black Power Mixtape 1967-1975,1000,53,2011.0,Drama/History,1:40,6,11.958381890942793
68,83,Mademoiselle Chambon,1000,53,2009.0,Drama,1:41,15,11.958381890942793
78,72,The Names of Love,1000,53,2010.0,Romance,1:24,-6,11.958381890942793
27,25,Saint John of Las Vegas,1000,53,2009.0,Comedy/Drama,1:25,-2,11.958381890942793
83,96,Up the Yangtze,1000,53,2007.0,Documentary,1:33,13,11.958381890942793
28,13,Love Ranch,1000,52,2010.0,Drama,1:58,-15,11.8168599865911
63,73,The Wizard of Lies,1000,52,2017.0,Crime/Drama,2:13,10,11.8168599865911
74,77,A Coffee in Berlin,1000,52,2012.0,Drama/Comedy,1:28,3,11.8168599865911
78,83,Ivory Tower,1000,52,2014.0,Drama/History,1:30,5,11.8168599865911
83,77,The Green Prince,1000,52,2014.0,Documentary/Biography,1:35,-6,11.8168599865911
42,17,The Sea of Trees,1000,52,2015.0,Drama,1:50,-25,11.8168599865911
57,69,The Dead Lands,1000,52,2014.0,Action/Drama,1:48,12,11.8168599865911
25,20,Arthur Newman,1000,51,2012.0,Drama/Romance,1:41,-5,11.674313727451958
45,84,The Salt of Life,1000,51,2011.0,Comedy,1:30,39,11.674313727451958
44,84,Glassland,1000,51,2014.0,Drama,1:29,40,11.674313727451958
49,78,The Intervention,1000,51,2016.0,Drama/Comedy,1:30,29,11.674313727451958
10,37,The Face of an Angel,1000,51,2014.0,Drama,1:41,27,11.674313727451958
19,18,Lay the Favorite,1000,51,2012.0,Drama/Comedy,1:34,-1,11.674313727451958
76,90,In Bloom,1000,51,2013.0,Drama,1:42,14,11.674313727451958
86,88,Bobby Fischer Against the World,1000,51,2011.0,Documentary,1:32,2,11.674313727451958
81,84,Rich Hill,1000,51,2014.0,Documentary,1:31,3,11.674313727451958
84,92,Corman's World: Exploits of a Hollywood Rebel,1000,51,2011.0,Documentary,1:35,8,11.674313727451958
85,98,Chimes at Midnight,1000,50,1965.0,Drama/History,1:55,13,11.530715390799685
56,70,Buster's Mal Heart,1000,50,2016.0,Drama/Mystery and thriller,1:38,14,11.530715390799685
70,88,Prospect,1000,50,2018.0,Sci fi/Adventure,1:38,18,11.530715390799685
90,98,Mea Maxima Culpa: Silence in the House of God,1000,50,2012.0,Documentary,1:47,8,11.530715390799685
59,28,Fathers and Daughters,1000,50,2015.0,Drama,1:56,-31,11.530715390799685
65,92,12 O'Clock Boys,1000,50,2013.0,Documentary,1:14,27,11.530715390799685
26,42,Child of God,1000,50,2013.0,Drama,1:44,16,11.530715390799685
84,84,Black Gold,1000,50,2006.0,Documentary,1:17,0,11.530715390799685
77,88,Zero Motivation,1000,50,2014.0,Comedy/Drama,1:40,11,11.530715390799685
65,86,The Witnesses,1000,50,2007.0,Drama,1:54,21,11.530715390799685
83,98,Blindsight,1000,50,2006.0,Documentary/Adventure,1:44,15,11.530715390799685
85,88,"What Happened, Miss Simone?",1000,49,2015.0,Music/Biography,1:41,3,11.3860359318845
41,49,Hemingway & Gellhorn,1000,49,2012.0,Drama/Biography,2:30,8,11.3860359318845
57,73,Headshot,1000,49,2016.0,Sports and fitness/Action,1:58,16,11.3860359318845
71,82,Amanda Knox,1000,49,2016.0,Drama/Crime,1:32,11,11.3860359318845
77,88,Happy People: A Year in the Taiga,1000,49,2010.0,Documentary,1:34,11,11.3860359318845
73,92,Into the Inferno,1000,49,2016.0,Documentary,1:44,19,11.3860359318845
76,73,Dinosaur 13,1000,49,2014.0,Documentary,1:46,-3,11.3860359318845
26,100,Hannah Gadsby: Nanette,1000,49,2018.0,Comedy/Stand up,1:09,74,11.3860359318845
88,96,5 Broken Cameras,1000,48,2011.0,Documentary/War,1:30,8,11.240244892502977
38,58,Partisan,1000,48,2015.0,Drama/Mystery and thriller,1:38,20,11.240244892502977
73,88,Terribly Happy,1000,48,2008.0,Drama/Mystery and thriller,1:40,15,11.240244892502977
51,81,The Myth of the American Sleepover,1000,48,2010.0,Comedy/Drama,1:33,30,11.240244892502977
63,83,No Impact Man,1000,48,2009.0,Documentary,1:32,20,11.240244892502977
77,81,Flow: For Love of Water,1000,48,2008.0,Documentary,1:33,4,11.240244892502977
77,96,The Women's Balcony,1000,47,2016.0,Drama/Comedy,1:36,19,11.093310301199846
85,100,Everyday Sunshine: The Story of Fishbone,1000,47,2010.0,Music/Documentary,1:47,15,11.093310301199846
95,45,Cirque du Soleil: Worlds Away,1000,47,2012.0,Adventure/Drama,1:27,-50,11.093310301199846
50,74,Alps,1000,47,2011.0,Drama,1:33,24,11.093310301199846
