audience_percent,critic_percent,title,audience_number,critic_number,release_year,genre,runtime,differential,bubble_width
44,32,A Bad Moms Christmas,10000,129,2017.0,Other/Comedy,1:44,-12,20.850600582083427
51,21,Daddy's Home 2,10000,129,2017.0,Comedy/Other,1:38,-30,20.850600582083427
40,55,The Killer Inside Me,10000,129,2010.0,Drama/Crime,1:48,15,20.850600582083427
62,66,The Iceman,10000,128,2012.0,Drama/Mystery and thriller,1:45,4,20.749432874416154
76,85,"Hello, My Name Is Doris",10000,128,2015.0,Comedy/Drama,1:30,9,20.749432874416154
82,99,20 Feet From Stardom,10000,128,2013.0,Documentary,1:30,17,20.749432874416154
88,93,The Counterfeiters,10000,128,2007.0,Drama/History,1:39,5,20.749432874416154
85,88,I've Loved You So Long,10000,128,2008.0,Drama,1:57,3,20.749432874416154
49,69,Palo Alto,10000,127,2013.0,Drama,1:37,20,20.647968338800368
34,43,Straw Dogs,10000,127,2011.0,Drama/Mystery and thriller,1:50,9,20.647968338800368
61,73,The Boys Are Back,10000,126,2009.0,Comedy/Drama,1:44,12,20.546203756731995
72,66,The Foreigner,10000,125,2017.0,Mystery and thriller/Action,1:54,-6,20.444135848948562
57,82,Ouija: Origin of Evil,10000,125,2016.0,Horror/Mystery and thriller,1:39,25,20.444135848948562
49,42,Horns,10000,125,2013.0,Comedy/Mystery and thriller,2:01,-7,20.444135848948562
68,66,The Railway Man,10000,125,2013.0,Biography/Drama,1:48,-2,20.444135848948562
58,48,Bottle Shock,10000,124,2008.0,Drama,1:50,-10,20.341761273786197
37,19,Keeping Up With the Joneses,10000,124,2016.0,Comedy/Action,1:40,-18,20.341761273786197
48,79,The Two Faces of January,10000,124,2014.0,Romance/Mystery and thriller,1:37,31,20.341761273786197
65,77,Paranoid Park,10000,124,2007.0,Drama,1:24,12,20.341761273786197
28,7,Rock the Kasbah,10000,124,2015.0,Comedy,1:46,-21,20.341761273786197
45,54,The Company You Keep,10000,123,2012.0,Mystery and thriller,2:01,9,20.23907662547856
53,82,Prince Avalanche,10000,123,2013.0,Comedy/Drama,1:33,29,20.23907662547856
92,92,Incendies,10000,123,2010.0,Drama,2:10,0,20.23907662547856
51,36,Sleuth,10000,123,2007.0,Drama/Crime,1:28,-15,20.23907662547856
88,99,Wadjda,10000,122,2012.0,Drama,1:38,11,20.136078432395202
36,18,Love the Coopers,10000,122,2015.0,Comedy/Drama,1:47,-18,20.136078432395202
49,84,Drinking Buddies,10000,122,2013.0,Drama/Romance,1:30,35,20.136078432395202
95,93,Senna,10000,122,2010.0,Documentary,1:44,-2,20.136078432395202
77,76,The Kings of Summer,10000,122,2013.0,Comedy/Adventure,1:33,-1,20.136078432395202
72,92,Tabloid,10000,121,2010.0,Documentary,1:28,20,20.032763155216593
51,65,Byzantium,10000,121,2012.0,Horror,1:58,14,20.032763155216593
89,98,Jodorowsky's Dune,10000,121,2013.0,Documentary,1:28,9,20.032763155216593
51,33,Miracle at St. Anna,10000,121,2008.0,War/Drama,2:40,-18,20.032763155216593
40,37,Before I Go to Sleep,10000,120,2014.0,Drama/Mystery and thriller,1:32,-3,19.92912718504312
71,82,Infinitely Polar Bear,10000,120,2014.0,Comedy/Drama,1:27,11,19.92912718504312
75,93,Of Gods and Men,10000,120,2010.0,Drama,2:02,18,19.92912718504312
89,88,Sin nombre,10000,120,2009.0,Adventure/Drama,1:36,-1,19.92912718504312
66,71,Pawn Sacrifice,10000,119,2014.0,Drama/Biography,1:54,5,19.82516684143501
71,75,The Whistleblower,10000,119,2010.0,Drama,1:52,4,19.82516684143501
43,50,Thanks for Sharing,10000,119,2012.0,Romance/Drama,1:52,7,19.82516684143501
84,90,Waiting for Superman,10000,119,2010.0,Documentary,1:42,6,19.82516684143501
86,98,The Band's Visit,10000,119,2007.0,Comedy/Drama,1:26,12,19.82516684143501
73,95,The Queen of Versailles,10000,119,2012.0,Documentary,1:40,22,19.82516684143501
57,66,Hobo With a Shotgun,10000,119,2011.0,Drama/Action,1:26,9,19.82516684143501
44,50,Then She Found Me,10000,119,2007.0,Drama/Romance,1:40,6,19.82516684143501
89,94,Train to Busan,10000,118,2016.0,Mystery and thriller/Action,1:58,5,19.720878370380042
88,96,Restrepo,10000,118,2010.0,War/History,1:33,8,19.720878370380042
22,14,The Gallows,10000,118,2015.0,Horror/Mystery and thriller,1:21,-8,19.720878370380042
88,96,Mother,10000,118,2009.0,Drama/Crime,2:08,8,19.720878370380042
87,97,The Lunchbox,10000,117,2013.0,Drama/Romance,1:45,10,19.616257942185833
78,91,Red Cliff,10000,117,2008.0,Drama/Action,2:28,13,19.616257942185833
71,84,Sleepwalk With Me,10000,117,2012.0,Comedy/Drama,1:30,13,19.616257942185833
94,98,Your Name,10000,116,2016.0,Romance/Fantasy,1:46,4,19.511301649293156
69,91,The Guest,10000,116,2014.0,Mystery and thriller/Action,1:39,22,19.511301649293156
62,28,Machine Gun Preacher,10000,116,2011.0,Drama/Biography,2:07,-34,19.511301649293156
67,84,Cold in July,10000,116,2014.0,Drama/Mystery and thriller,1:49,17,19.511301649293156
75,80,Thirst,10000,116,2009.0,Horror/Mystery and thriller,2:13,5,19.511301649293156
84,99,Starred Up,10000,115,2013.0,Drama/Crime,1:40,15,19.406005504006643
85,79,It Might Get Loud,10000,115,2008.0,Documentary/Music,1:37,-6,19.406005504006643
49,46,Creation,10000,114,2009.0,Drama/Biography,1:48,-3,19.300365436139025
36,22,Sabotage,10000,114,2014.0,,,-14,19.300365436139025
23,8,Rings,10000,114,2017.0,Horror/Mystery and thriller,1:37,-15,19.300365436139025
91,96,Exit Through the Gift Shop,10000,114,2010.0,Documentary,1:27,5,19.300365436139025
83,27,Bright,10000,113,2017.0,Action/Fantasy,1:57,-56,19.194377290564812
46,19,The Art of Getting By,10000,113,2011.0,Comedy/Drama,1:24,-27,19.194377290564812
66,73,The Beautiful Game,10000,113,2008.0,Comedy/Drama,1:43,7,19.194377290564812
32,17,I Don't Know How She Does It,10000,113,2011.0,Comedy,1:31,-15,19.194377290564812
52,38,Reservation Road,10000,113,2007.0,Drama,1:42,-14,19.194377290564812
72,84,Rocket Science,10000,112,2007.0,Drama/Comedy,1:41,12,19.088036824679065
76,96,A Hijacking,10000,112,2013.0,Drama/Mystery and thriller,1:39,20,19.088036824679065
60,85,The Immigrant,10000,112,2013.0,Drama/History,1:57,25,19.088036824679065
79,94,The Gatekeepers,10000,112,2012.0,Documentary,1:36,15,19.088036824679065
45,18,CHIPS,10000,111,2017.0,Action/Comedy,1:41,-27,18.981339705756774
75,84,Predestination,10000,111,2014.0,Sci fi/Action,1:37,9,18.981339705756774
23,16,Serena,10000,111,2014.0,Romance/Drama,1:49,-7,18.981339705756774
52,63,Lymelife,10000,111,2008.0,Drama,1:35,11,18.981339705756774
29,11,Point Break,10000,110,2015.0,,,-18,18.874281508207943
82,90,A Royal Affair,10000,110,2012.0,Romance/Drama,2:17,8,18.874281508207943
66,75,Sound of My Voice,10000,110,2011.0,Drama,1:24,9,18.874281508207943
70,71,Tetro,10000,110,2009.0,Drama,2:07,1,18.874281508207943
23,16,The Lazarus Effect,10000,109,2015.0,Horror/Mystery and thriller,1:23,-7,18.76685771072333
82,92,Joan Rivers: A Piece of Work,10000,109,2010.0,Comedy/Documentary,1:24,10,18.76685771072333
46,73,Welcome to Me,10000,109,2014.0,Comedy/Drama,1:26,27,18.76685771072333
35,7,Paranoia,10000,108,2013.0,Mystery and thriller/Drama,1:46,-28,18.659063693305395
73,86,Alan Partridge,10000,108,2013.0,Comedy,1:29,13,18.659063693305395
46,36,Stand Up Guys,10000,108,2012.0,Drama/Comedy,1:35,-10,18.659063693305395
72,81,Trollhunter,10000,108,2010.0,Adventure/Mystery and thriller,1:43,9,18.659063693305395
79,85,A Better Life,10000,108,2011.0,Drama/Crime,1:38,6,18.659063693305395
69,89,The Invitation,10000,107,2015.0,Drama/Mystery and thriller,1:39,20,18.55089473417879
68,83,Smashed,10000,107,2012.0,Drama,1:21,15,18.55089473417879
71,94,Behind the Candelabra,10000,107,2013.0,Gay and lesbian/Drama,1:58,23,18.55089473417879
70,87,The Autopsy of Jane Doe,10000,107,2016.0,Horror/Mystery and thriller,1:26,17,18.55089473417879
65,38,Black or White,10000,107,2014.0,Drama,2:01,-27,18.55089473417879
44,33,Youth Without Youth,10000,107,2007.0,Romance/Mystery and thriller,2:05,-11,18.55089473417879
61,35,Won't Back Down,10000,106,2012.0,Drama,2:01,-26,18.442346006574258
47,41,Dead Man Down,10000,106,2013.0,Drama/Crime,1:58,-6,18.442346006574258
70,94,Summer Hours,10000,106,2008.0,Drama,1:42,24,18.442346006574258
71,81,Goon,10000,106,2011.0,Comedy/Biography,1:31,10,18.442346006574258
70,90,Rare Exports: A Christmas Tale,10000,106,2010.0,Comedy/Adventure,1:24,20,18.442346006574258
18,12,The Informers,10000,106,2009.0,Drama/Crime,1:38,-6,18.442346006574258
41,57,VHS,10000,104,2012.0,Horror/Mystery and thriller,1:55,16,18.22408939365073
76,87,Mongol,10000,104,2007.0,Drama/Biography,2:06,11,18.22408939365073
41,42,The Big Year,10000,103,2011.0,Comedy,1:40,1,18.1143712989759
82,85,Megan Leavey,10000,103,2017.0,Biography/War,1:56,3,18.1143712989759
26,10,Unfinished Business,10000,103,2015.0,Comedy,1:30,-16,18.1143712989759
30,16,The Transporter Refueled,10000,103,2015.0,Action/Mystery and thriller,1:31,-14,18.1143712989759
60,69,Ondine,10000,102,2009.0,Drama/Fantasy,1:50,9,18.004253009684938
64,54,The Devil's Double,10000,102,2011.0,Drama/Biography,1:49,-10,18.004253009684938
21,50,Stone,10000,102,2010.0,Drama/Mystery and thriller,1:45,29,18.004253009684938
80,85,The Baader Meinhof Complex,10000,101,2008.0,Crime/Drama,2:30,5,17.893729120895756
34,56,Bachelorette,10000,101,2012.0,Comedy,1:33,22,17.893729120895756
65,91,Transsiberian,10000,101,2008.0,Drama/Crime,1:51,26,17.893729120895756
75,84,The Stanford Prison Experiment,10000,100,2015.0,Drama/History,1:57,9,17.78279410038923
50,78,Solitary Man,10000,99,2009.0,Drama/Comedy,1:29,28,17.67144228430324
60,89,Uncle Boonmee Who Can Recall His Past Lives,10000,99,2010.0,Fantasy,1:54,29,17.67144228430324
61,61,Arctic Tale,10000,99,2007.0,Documentary,1:36,0,17.67144228430324
70,37,Max,10000,99,2015.0,Adventure/Drama,1:51,-33,17.67144228430324
34,39,Casino Jack,10000,99,2010.0,Biography/Drama,1:48,5,17.67144228430324
54,80,Tiny Furniture,10000,98,2010.0,Comedy/Drama,1:39,26,17.55966787263607
29,38,The Green Inferno,10000,98,2013.0,Adventure/Horror,1:40,9,17.55966787263607
67,66,Filth,10000,97,2013.0,Drama/Crime,1:37,-1,17.447464924548626
57,75,The Voices,10000,97,2014.0,Horror/Mystery and thriller,1:43,18,17.447464924548626
73,91,Bone Tomahawk,10000,97,2015.0,Comedy/Western,2:12,18,17.447464924548626
92,99,Song of the Sea,10000,97,2014.0,Animation/Adventure,1:34,7,17.447464924548626
25,49,The Human Centipede,10000,97,2009.0,Horror,1:30,24,17.447464924548626
49,21,Underworld: Blood Wars,10000,96,2016.0,Horror/Fantasy,1:32,-28,17.334827353454408
90,100,The Tale of the Princess Kaguya,10000,96,2013.0,Anime/Fantasy,2:17,10,17.334827353454408
54,55,Flawless,10000,96,2007.0,Drama/Crime,1:46,1,17.334827353454408
38,38,Savage Grace,10000,96,2007.0,Gay and lesbian/Drama,1:37,0,17.334827353454408
33,23,Girl Most Likely,10000,95,2012.0,Comedy,1:42,-10,17.22174892188519
56,44,Planes: Fire & Rescue,10000,95,2014.0,Kids and family/Comedy,1:23,-12,17.22174892188519
80,88,Séraphine,10000,95,2008.0,Biography/War,2:05,8,17.22174892188519
62,72,The Hunter,10000,95,2011.0,Adventure/Drama,1:40,10,17.22174892188519
39,69,They Came Together,10000,94,2014.0,Romance,1:23,30,17.108223236119827
76,82,The One I Love,10000,94,2014.0,Romance/Fantasy,1:31,6,17.108223236119827
71,72,Enter the Void,10000,94,2009.0,Drama,2:42,1,17.108223236119827
50,35,Kidnap,10000,94,2017.0,Action/Mystery and thriller,1:22,-15,17.108223236119827
43,52,Coco Chanel & Igor Stravinsky,10000,94,2009.0,Romance/Drama,2:00,9,17.108223236119827
36,30,Red Lights,10000,94,2012.0,Mystery and thriller,1:58,-6,17.108223236119827
66,90,Barbershop: The Next Cut,10000,93,2016.0,Comedy,1:52,24,16.994243740562503
80,45,Miracles From Heaven,10000,93,2016.0,Drama,1:49,-35,16.994243740562503
53,18,All Eyez on Me,10000,92,2017.0,Music/Drama,2:20,-35,16.879803711855995
38,61,The Signal,10000,92,2014.0,Sci fi/Mystery and thriller,1:37,23,16.879803711855995
65,53,Agora,10000,92,2009.0,Romance/Drama,2:06,-12,16.879803711855995
68,93,I'll See You in My Dreams,10000,92,2015.0,Comedy/Drama,1:25,25,16.879803711855995
68,92,Vincere,10000,92,2009.0,Biography/Drama,2:08,24,16.879803711855995
64,86,White Material,10000,91,2009.0,Drama,1:45,22,16.764896252714394
39,35,Prom,10000,91,2011.0,Drama/Comedy,1:43,-4,16.764896252714394
35,16,Geostorm,10000,91,2017.0,Adventure/Sci fi,1:49,-19,16.764896252714394
29,21,Darling Companion,10000,91,2012.0,Drama/Comedy,1:43,-8,16.764896252714394
54,60,Red State,10000,91,2011.0,Horror/Mystery and thriller,1:29,6,16.764896252714394
41,4,Playing for Keeps,10000,91,2012.0,Romance,1:45,-37,16.764896252714394
50,86,We Are What We Are,10000,91,2013.0,Drama/Horror,1:46,36,16.764896252714394
72,89,Footnote,10000,90,2011.0,Drama/Comedy,1:46,17,16.64951428545866
40,18,And So It Goes,10000,90,2014.0,Drama/Romance,1:34,-22,16.64951428545866
64,60,Glee the Concert Movie,10000,90,2011.0,Documentary/Musical,1:24,-4,16.64951428545866
51,50,Black Nativity,10000,90,2013.0,Drama/Musical,1:33,-1,16.64951428545866
82,81,Mesrine: Part II - Public Enemy 1,10000,90,2008.0,Drama/Biography,2:10,-1,16.64951428545866
82,87,The Good Lie,10000,89,2014.0,Drama,1:49,5,16.533650545237286
54,60,John Dies at the End,10000,89,2012.0,Sci fi/Horror,1:39,6,16.533650545237286
80,94,Tokyo Sonata,10000,89,2008.0,Drama,1:59,14,16.533650545237286
79,69,Molière,10000,89,2007.0,Comedy/Drama,2:00,-10,16.533650545237286
46,68,Rubber,10000,88,2010.0,Comedy/Horror,1:22,22,16.417297572912943
50,51,Introducing the Dwights,10000,88,2007.0,Comedy/Drama,1:49,1,16.417297572912943
79,86,From Up on Poppy Hill,10000,87,2011.0,Drama/Anime,1:31,7,16.300447707594707
75,78,Ashes of Time Redux,10000,87,2008.0,Action,1:33,3,16.300447707594707
63,91,O'Horten,10000,86,2007.0,Comedy/Drama,1:29,28,16.183093078793917
58,58,Jumping the Broom,10000,85,2011.0,Comedy,1:48,0,16.06522559818003
62,11,The Choice,10000,85,2016.0,Drama/Romance,1:51,-51,16.06522559818003
87,81,I Saw the Devil,10000,85,2010.0,Mystery and thriller,2:21,-6,16.06522559818003
56,93,"Farewell, My Queen",10000,84,2012.0,Drama,1:40,37,15.946836950911226
25,37,The Quiet Ones,10000,84,2014.0,Horror,1:38,12,15.946836950911226
43,76,The Bay,10000,84,2012.0,Sci fi/Horror,1:24,33,15.946836950911226
48,15,Baggage Claim,10000,84,2013.0,Romance,1:36,-33,15.946836950911226
68,73,Gainsbourg,10000,83,2010.0,Music/Biography,2:10,5,15.827918586512368
58,54,Welcome to the Rileys,10000,83,2010.0,Drama,1:50,-4,15.827918586512368
85,90,The Secret of Kells,10000,83,2009.0,Kids and family/Animation,1:18,5,15.827918586512368
41,27,Child 44,10000,83,2015.0,Mystery and thriller,2:17,-14,15.827918586512368
74,76,Bronson,10000,82,2008.0,Drama/Biography,1:32,2,15.708461709271033
35,20,The House,10000,82,2017.0,Comedy,1:28,-15,15.708461709271033
41,21,Judy Moody and the NOT Bummer Summer,10000,82,2011.0,Kids and family/Comedy,1:27,-20,15.708461709271033
38,51,I Give It a Year,10000,82,2013.0,Romance,1:37,13,15.708461709271033
23,29,The Human Centipede II (Full Sequence),10000,82,2011.0,Horror,1:28,6,15.708461709271033
37,42,Jane Got a Gun,10000,81,2016.0,Western/Action,1:38,5,15.588457268119896
24,23,The Woman in Black 2: Angel of Death,10000,81,2014.0,Horror/Mystery and thriller,1:38,-1,15.588457268119896
36,41,44 Inch Chest,10000,81,2009.0,Drama/Mystery and thriller,1:35,5,15.588457268119896
70,32,Chasing Mavericks,10000,81,2012.0,Adventure/Drama,1:55,-38,15.588457268119896
52,49,CJ7,10000,81,2008.0,Kids and family/Comedy,1:28,-3,15.588457268119896
57,81,Europa Report,10000,80,2013.0,Sci fi/Mystery and thriller,1:29,24,15.467895945971296
77,81,Kon-Tiki,10000,80,2012.0,Drama/Adventure,1:58,4,15.467895945971296
81,93,Caramel,10000,80,2007.0,Drama,1:36,12,15.467895945971296
89,90,The Edge of Heaven,10000,80,2007.0,Drama,2:02,1,15.467895945971296
77,73,African Cats,10000,79,2011.0,Documentary,1:30,-4,15.34676814846713
69,80,Man Up,10000,79,2015.0,Romance,1:28,11,15.34676814846713
66,68,Heartbreaker,10000,79,2010.0,Romance,1:45,2,15.34676814846713
75,70,Disconnect,10000,79,2012.0,Drama,1:55,-5,15.34676814846713
87,76,Samsara,10000,79,2011.0,Documentary/Music,1:42,-11,15.34676814846713
44,19,Gentlemen Broncos,10000,79,2009.0,Comedy,1:29,-25,15.34676814846713
40,26,"As Above, So Below",10000,78,2014.0,Horror/Mystery and thriller,1:33,-14,15.225063992104127
87,95,Being Elmo: A Puppeteer's Journey,10000,78,2011.0,Documentary,1:25,8,15.225063992104127
61,55,Hesher,10000,78,2010.0,Drama,1:40,-6,15.225063992104127
32,4,Flatliners,10000,77,2017.0,Sci fi/Mystery and thriller,1:48,-28,15.102773291691431
68,82,Conan O'Brien Can't Stop,10000,77,2011.0,Documentary,1:29,14,15.102773291691431
84,93,First Position,10000,76,2011.0,Documentary,1:30,9,14.979885547093689
50,70,The Private Lives of Pippa Lee,10000,76,2009.0,Comedy/Drama,1:33,20,14.979885547093689
78,54,Flipped,10000,76,2010.0,Romance,1:30,-24,14.979885547093689
78,77,Valentino: The Last Emperor,10000,75,2008.0,Documentary,1:36,-1,14.856389929209026
54,37,The Lucky Ones,10000,75,2008.0,Drama,1:55,-17,14.856389929209026
44,53,Maniac,10000,74,2012.0,Horror,1:29,9,14.732275265126917
41,14,Nine Lives,10000,72,2016.0,Fantasy/Comedy,1:29,-27,14.482142292408389
85,96,Chasing Ice,10000,72,2012.0,Biography/Documentary,1:14,11,14.482142292408389
77,21,The Shack,10000,72,2017.0,Drama,2:12,-56,14.482142292408389
50,68,My One and Only,10000,72,2009.0,Drama/Comedy,1:48,18,14.482142292408389
27,33,The Ward,10000,72,2010.0,Horror/Mystery and thriller,1:28,6,14.482142292408389
84,99,The Invisible War,10000,72,2011.0,Drama/Crime,1:35,15,14.482142292408389
47,79,Grand Piano,10000,72,2013.0,Music/Drama,1:30,32,14.482142292408389
26,15,The Last Exorcism Part II,10000,72,2013.0,Horror/Mystery and thriller,1:29,-11,14.482142292408389
60,68,Rec 2,10000,72,2009.0,Action/Horror,1:25,8,14.482142292408389
72,20,When the Game Stands Tall,10000,71,2014.0,Drama,1:55,-52,14.356099772615265
66,66,Paris,10000,71,2008.0,Comedy/Romance,2:08,0,14.356099772615265
61,41,The Longshots,10000,71,2008.0,Comedy/Drama,1:34,-20,14.356099772615265
52,41,December Boys,10000,70,2007.0,Drama,1:45,-11,14.229389747854103
84,80,Fed Up,10000,70,2014.0,Documentary,1:32,-4,14.229389747854103
0,1,Left Behind,10000,70,2014.0,Sci fi/Action,1:51,1,14.229389747854103
53,49,Ong Bak 2: The Beginning,10000,70,2008.0,Action/Sports and fitness,1:37,-4,14.229389747854103
50,71,Man of Tai Chi,10000,68,2013.0,Action/Sports and fitness,1:45,21,13.973914138485368
23,37,The ABCs of Death,10000,68,2012.0,Horror,2:03,14,13.973914138485368
44,34,Butter,10000,68,2011.0,Comedy,1:30,-10,13.973914138485368
46,53,Last Night,10000,68,2010.0,Drama/Romance,1:32,7,13.973914138485368
73,79,Metallica: Through the Never,10000,68,2013.0,Adventure/Musical,1:32,6,13.973914138485368
31,37,Alien Trespass,10000,68,2009.0,Comedy/Sci fi,1:30,6,13.973914138485368
76,93,Dogtooth,10000,67,2009.0,Drama,1:34,17,13.8451208742507
31,6,The Hottie & the Nottie,10000,67,2008.0,Romance,1:31,-25,13.8451208742507
64,63,King of California,10000,67,2007.0,Drama,1:33,-1,13.8451208742507
83,82,"The Good, the Bad, the Weird",10000,66,2008.0,Action/Western,2:07,-1,13.715604699135167
49,71,Black Death,10000,66,2010.0,Horror/Mystery and thriller,1:42,22,13.715604699135167
78,61,The Concert,10000,66,2009.0,Comedy/Music,1:47,-17,13.715604699135167
72,76,Tokyo!,10000,66,2008.0,Drama,1:52,4,13.715604699135167
81,44,Bella,10000,66,2006.0,Drama,1:31,-37,13.715604699135167
65,79,Trust,10000,66,2010.0,Mystery and thriller,1:46,14,13.715604699135167
30,46,The Lords of Salem,10000,65,2012.0,Horror,1:40,16,13.58535050847747
51,71,VHS 2,10000,65,2013.0,Horror/Mystery and thriller,1:36,20,13.58535050847747
48,68,Leaving,10000,65,2009.0,Romance/Drama,1:25,20,13.58535050847747
85,83,Black Dynamite,10000,64,2009.0,Action/Comedy,1:30,-2,13.454342644059432
72,73,Hallam Foe,10000,64,2007.0,Romance/Drama,1:35,1,13.454342644059432
49,38,Peeples,10000,63,2013.0,Romance,1:35,-11,13.322564864824612
38,29,The Boy,10000,63,2016.0,Horror/Mystery and thriller,1:37,-9,13.322564864824612
47,32,I Spit on Your Grave,10000,63,2010.0,Horror,1:48,-15,13.322564864824612
25,18,The Last Days on Mars,10000,62,2013.0,Sci fi/Mystery and thriller,1:36,-7,13.190000315557024
52,18,Strange Magic,10000,62,2015.0,Comedy/Musical,1:39,-34,13.190000315557024
68,16,Legends of Oz: Dorothy's Return,10000,62,2014.0,Musical/Adventure,1:31,-52,13.190000315557024
24,3,The Apparition,10000,62,2012.0,Horror,1:22,-21,13.190000315557024
80,90,Winnebago Man,10000,62,2009.0,Comedy/Documentary,1:27,10,13.190000315557024
28,21,Spread,10000,61,2009.0,Drama/Comedy,1:37,-7,13.056631493342596
80,66,Vitus,10000,61,2006.0,Drama,2:00,-14,13.056631493342596
78,90,Bears,10000,60,2014.0,Documentary,1:17,12,12.922440211617326
49,73,Valhalla Rising,10000,60,2009.0,Adventure/Action,1:40,24,12.922440211617326
21,48,Vanishing on 7th Street,10000,60,2010.0,Horror/Mystery and thriller,1:25,27,12.922440211617326
73,82,Nothing but the Truth,10000,60,2008.0,Drama,1:47,9,12.922440211617326
58,30,Chaos Theory,10000,60,2007.0,Comedy/Romance,1:28,-28,12.922440211617326
58,76,Kevin Hart: What Now?,10000,59,2016.0,Documentary/Comedy,1:36,18,12.78740756158519
79,75,American Violet,10000,59,2008.0,Drama,1:42,-4,12.78740756158519
67,73,Julia,10000,59,2008.0,Drama/Mystery and thriller,2:24,6,12.78740756158519
35,32,Burke & Hare,10000,59,2010.0,Comedy/Mystery and thriller,1:31,-3,12.78740756158519
40,60,10 Years,10000,58,2011.0,Comedy,1:40,20,12.651513870765422
50,61,The Frozen Ground,10000,57,2013.0,Mystery and thriller,1:45,11,12.514738658402138
73,98,The Loved Ones,10000,57,2009.0,Horror/Mystery and thriller,1:24,25,12.514738658402138
59,57,Feast,10000,56,2006.0,Horror/Comedy,1:26,-2,12.377060587439436
21,18,Devil's Due,10000,56,2014.0,Horror,1:30,-3,12.377060587439436
76,93,Monkey Kingdom,10000,56,2015.0,Documentary,1:22,17,12.377060587439436
33,25,After.Life,10000,56,2009.0,Drama/Mystery and thriller,1:43,-8,12.377060587439436
29,7,Silk,10000,56,2007.0,Romance/Drama,1:49,-22,12.377060587439436
41,42,Ironclad,10000,55,2011.0,Action/Adventure,2:01,1,12.238457412731087
52,4,A Little Bit of Heaven,10000,55,2011.0,Comedy/Romance,1:46,-48,12.238457412731087
75,96,Somers Town,10000,55,2008.0,Comedy/Drama,1:15,21,12.238457412731087
49,6,Battle of the Year,10000,54,2013.0,Drama,1:49,-43,12.098905925115496
42,28,Upside Down,10000,54,2012.0,Sci fi/Romance,1:47,-14,12.098905925115496
22,13,Piranha 3DD,10000,53,2012.0,Horror,1:23,-9,11.958381890942793
56,40,Middle Men,10000,53,2009.0,Drama/Crime,1:45,-16,11.958381890942793
48,15,Hounddog,10000,53,2007.0,Drama,1:33,-33,11.958381890942793
24,52,Donkey Punch,10000,52,2008.0,Mystery and thriller,1:29,28,11.8168599865911
69,12,Atlas Shrugged: Part 1,10000,52,2011.0,Drama,1:42,-57,11.8168599865911
70,54,The Inbetweeners Movie,10000,52,2011.0,Comedy,1:37,-16,11.8168599865911
60,62,Them,10000,52,2006.0,Horror/Mystery and thriller,1:17,2,11.8168599865911
73,76,Ip Man 3,10000,51,2015.0,Sports and fitness/Action,1:45,3,11.674313727451958
78,82,We Live in Public,10000,51,2009.0,Documentary,1:30,4,11.674313727451958
75,94,Under the Sea,10000,50,2009.0,Documentary,0:35,19,11.530715390799685
84,98,Born to Be Wild,10000,50,2011.0,Documentary,0:40,14,11.530715390799685
49,36,The Collection,10000,50,2012.0,Horror/Mystery and thriller,1:22,-13,11.530715390799685
42,76,Let's Talk About the Rain,10000,50,2007.0,Comedy/Drama,1:50,34,11.530715390799685
31,29,The Virginity Hit,10000,49,2010.0,Comedy,1:27,-2,11.3860359318845
83,96,Particle Fever,10000,49,2013.0,Documentary,1:37,13,11.3860359318845
47,12,An American Carol,10000,49,2008.0,Comedy,1:24,-35,11.3860359318845
45,55,Hatchet,10000,49,2006.0,Horror,1:23,10,11.3860359318845
30,38,London Boulevard,10000,48,2010.0,Romance/Drama,1:43,8,11.240244892502977
65,38,Odd Thomas,10000,47,2013.0,Mystery and thriller/Fantasy,1:36,-27,11.093310301199846
29,4,The Cold Light of Day,10000,47,2012.0,Action/Mystery and thriller,1:33,-25,11.093310301199846
68,11,Expelled: No Intelligence Allowed,10000,47,2008.0,Documentary,1:30,-57,11.093310301199846
58,34,Rails & Ties,10000,47,2007.0,Drama,1:41,-24,11.093310301199846
42,32,The Answer Man,10000,47,2009.0,Romance,1:36,-10,11.093310301199846
67,74,Phantasm,10000,46,1979.0,Horror,1:27,7,10.945198564139895
19,7,Fifty Shades of Black,10000,46,2016.0,Comedy,1:32,-12,10.945198564139895
88,93,The Long Goodbye,10000,46,1973.0,Drama/Crime,1:52,5,10.945198564139895
35,28,The Expatriate,10000,46,2012.0,Action/Mystery and thriller,1:44,-7,10.945198564139895
29,7,Dylan Dog: Dead of Night,10000,45,2011.0,Comedy/Horror,1:47,-22,10.795874345554918
68,58,Stuck in Love,10000,45,2012.0,Drama/Comedy,1:37,-10,10.795874345554918
51,18,The Perfect Guy,10000,45,2015.0,Mystery and thriller,1:40,-33,10.795874345554918
63,64,The Escapist,10000,45,2008.0,Drama,1:43,1,10.795874345554918
66,20,Moms' Night Out,10000,44,2014.0,Comedy,1:39,-46,10.645300436514761
46,41,Detention,10000,44,2011.0,Horror/Comedy,1:29,-5,10.645300436514761
21,14,The Pyramid,10000,44,2014.0,Adventure/Horror,1:28,-7,10.645300436514761
89,80,Perfect Blue,10000,44,1997.0,Anime/Mystery and thriller,1:20,-9,10.645300436514761
60,75,Five Minutes of Heaven,10000,44,2009.0,Drama,1:30,15,10.645300436514761
70,57,The Perfect Game,10000,44,2008.0,Kids and family/Drama,1:58,-13,10.645300436514761
37,40,Iron Sky,10000,43,2012.0,Sci fi/Comedy,1:33,3,10.493437610589469
